"route","character","routeId","count","likeScore","id","season","enemy_character_count"
"3, 12, 4, 1",7,16611,3,8,11031,0,"{0,2,4,0,1,0,0,4,1,2,1,3,1,1,1,2,1,0,0,2,1,1,3,2,1,2,0,1,0,1,0,2,0,2,1,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"9, 15, 12, 14, 5",28,423095,1,950,11030,0,"{0,1,0,1,1,0,0,2,0,0,1,1,0,0,0,0,0,0,2,0,1,3,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"6, 10, 15, 5, 7",6,85,16,2,11021,5,"{0,19,13,12,4,1,3,14,4,2,5,17,5,11,6,13,7,4,5,12,10,10,4,14,1,9,2,7,12,2,1,7,5,6,0,13,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"4, 13, 14, 1, 11",23,250684,2,175,11013,0,"{0,5,0,0,0,0,0,2,1,0,1,2,1,0,0,1,0,0,0,0,0,2,5,1,1,1,1,1,1,1,0,2,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"5, 13, 6, 2",27,437681,10,0,11020,5,"{0,11,8,6,6,5,5,7,2,1,2,16,4,4,5,7,4,1,6,3,2,9,10,6,2,10,1,1,5,1,3,5,1,6,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"9, 12, 15, 5, 7",4,375136,3,0,11033,0,"{0,1,1,2,1,1,3,3,1,1,0,5,2,0,0,2,1,4,4,0,0,3,2,1,0,3,0,1,1,1,0,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"4, 15, 7, 9, 5",21,438598,3,15,11023,5,"{0,3,4,0,0,0,4,4,1,0,1,5,1,1,3,2,0,2,4,1,0,5,1,1,1,1,0,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"7, 12, 3, 6, 15, 10",3,65779,5,0,12925,5,"{0,7,2,2,3,2,0,4,1,3,2,4,0,1,4,1,4,1,0,0,2,7,10,5,1,2,1,0,3,0,1,3,1,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"13, 14, 11, 2, 7",18,118296,4,25,11025,5,"{0,8,1,2,1,1,0,3,1,2,1,5,0,0,2,1,0,0,2,3,1,2,6,6,0,0,1,0,4,2,0,4,1,4,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"5, 12, 15, 7",4,438626,9,17,11036,5,"{0,8,11,5,6,2,2,4,1,5,7,11,2,2,4,8,2,4,11,3,4,11,7,7,4,0,2,2,1,3,0,3,2,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"8, 11, 14, 1, 12",9,137039,1,8,13672,5,"{0,3,2,2,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,2,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"7, 9, 4, 8",1,220252,310,121,2935,0,"{0,260,107,112,48,33,61,124,35,55,119,297,100,37,143,71,45,50,112,60,66,192,199,108,32,68,22,84,79,48,65,148,43,115,44,92,90,61,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"9, 15, 12, 6",24,377527,1,57,13306,5,"{0,1,0,1,1,0,0,0,0,0,0,2,0,0,2,1,0,0,3,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"2, 7, 5, 9",36,442569,20,368,12865,5,"{0,24,11,13,3,7,5,20,6,9,3,20,8,5,4,10,4,7,9,7,2,16,25,12,2,26,3,4,11,7,3,14,5,8,1,14,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"7, 12, 3, 8",3,145150,7,21,11032,5,"{0,8,9,7,1,3,3,3,1,5,2,4,6,3,4,2,2,3,2,1,1,5,10,9,3,5,0,0,3,1,0,1,0,3,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"8, 11, 14, 10, 5",24,272702,4,7,11024,0,"{0,6,2,1,0,1,0,2,0,0,2,3,0,3,3,1,4,1,0,1,0,2,2,0,0,3,0,2,2,1,0,4,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"8, 4, 1, 9",11,315846,7,20,7366,0,"{0,3,1,2,0,1,2,4,1,2,2,7,3,0,3,4,1,2,2,1,1,3,5,6,0,1,0,1,2,3,1,7,1,4,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"11, 8, 1, 7, 9",37,454824,1,0,13674,0,"{0,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"11, 14, 1, 13",35,453408,3,0,13771,0,"{0,5,2,2,1,1,0,4,1,0,0,5,3,1,2,0,0,0,0,1,0,3,1,1,1,3,0,2,0,1,0,1,0,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"9, 3, 4, 15, 7",21,463091,2,0,13772,0,"{0,0,0,2,0,0,0,0,0,1,2,0,0,0,1,0,1,0,0,1,0,1,1,2,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"2, 7, 11, 14, 13",2,455282,12,160,13666,0,"{0,9,5,8,2,6,3,9,2,3,7,15,4,4,6,9,6,5,5,3,1,13,6,5,5,7,3,5,0,3,5,7,3,6,2,2,7,10,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"15, 5, 7, 12",5,455110,2,0,13675,0,"{0,2,1,0,1,0,1,1,0,1,1,2,2,0,1,0,0,0,0,0,2,2,1,2,0,2,0,0,0,0,0,0,2,1,0,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"8, 2, 9, 1",2,525,2,32,12926,5,"{0,1,2,2,0,1,0,0,2,0,2,4,1,1,0,0,1,0,0,1,1,3,1,0,1,2,0,0,0,1,2,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"5, 2, 9, 7",18,193104,18,12,11035,5,"{0,21,13,14,3,4,5,18,3,2,9,23,4,9,10,8,2,1,11,8,3,18,16,14,3,5,5,2,8,3,2,9,3,17,2,13,8,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"7, 6, 12, 3",14,438360,17,0,11043,5,"{0,14,14,12,7,6,2,19,3,4,7,28,4,4,6,9,7,6,11,5,5,18,20,11,1,19,5,1,7,1,1,10,2,8,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"8, 7, 11, 14, 2",10,435321,1,7,11038,0,"{0,1,0,0,0,0,1,2,0,0,1,1,0,0,0,0,1,0,1,1,0,0,3,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"11, 8, 1",12,438067,1,22,11039,0,"{0,0,2,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"1, 3, 15, 10, 7",1,34296,1,0,11048,0,"{0,3,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"9, 13, 14, 15, 12, 4",2,345016,1,0,11041,0,"{0,0,0,1,0,0,0,1,0,0,1,1,1,1,2,0,0,1,0,1,0,0,1,1,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"9, 2, 7, 15, 5",4,425202,1,0,11042,5,"{0,0,0,0,3,0,0,1,0,0,2,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"10, 13, 6, 5, 12",16,379566,1,0,11045,5,"{0,1,1,0,0,1,0,0,0,0,2,0,1,0,1,0,0,1,1,0,0,2,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"12, 15, 10, 5",26,409354,2,22,11044,5,"{0,2,4,0,2,1,0,0,0,0,0,2,1,0,0,1,0,1,2,1,0,1,3,6,0,0,0,0,1,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"2, 8, 11, 14, 7, 9",2,327268,2,0,11050,5,"{0,1,2,1,2,0,1,4,0,1,0,2,0,0,1,1,2,0,2,0,0,1,2,3,1,0,0,0,1,0,0,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"14, 4, 13, 11",15,319089,1,0,11049,5,"{0,0,1,0,0,1,0,3,0,0,0,3,0,0,1,0,0,0,2,0,0,0,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"13, 12, 4, 10, 5, 7",27,437791,2,10,10910,0,"{0,3,2,2,1,0,0,3,0,0,3,3,1,0,1,1,1,1,2,0,0,0,1,2,0,0,0,0,2,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"14, 9, 15, 6, 3",15,387106,2,0,11034,0,"{0,3,1,0,1,0,0,2,1,0,0,2,1,0,1,2,0,1,1,0,0,3,2,2,0,1,0,0,1,1,0,1,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"15, 10, 6, 2, 7",27,444965,2,0,12927,5,"{0,2,1,1,1,1,1,1,0,0,2,4,0,1,1,1,0,2,0,0,1,3,0,4,0,2,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"6, 2, 7, 5, 8",13,179899,2,14,11040,0,"{0,1,1,1,0,0,1,1,0,0,0,0,0,0,2,0,2,0,0,1,0,0,1,0,0,2,0,2,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"8, 2, 7, 6",16,84033,13,26,11046,0,"{0,12,9,2,1,1,3,4,3,3,2,17,5,2,5,5,2,3,7,7,5,6,12,7,3,3,5,3,3,1,2,9,5,11,6,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"9, 15, 6, 3, 12",10,428304,1,0,11051,0,"{0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"15, 7, 12, 5, 9",15,427249,1,0,11055,5,"{0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,2,0,0,2,1,2,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"10, 15, 6, 3",36,442625,2876,7278,11750,0,"{0,2478,1445,1198,556,344,738,1522,393,636,1017,2354,816,456,1118,836,516,638,1119,719,627,1748,2116,1853,726,1093,300,638,731,492,563,1768,570,1203,442,1229,2715,938,240,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"8, 11, 14, 7, 2",22,453047,5,0,12930,0,"{0,6,2,3,0,2,0,8,1,2,4,2,0,2,2,1,1,4,1,3,2,7,6,3,2,2,0,1,2,0,0,2,0,3,0,4,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"8, 6, 7, 2, 15, 5",27,451422,7,40,13307,0,"{0,5,2,3,1,1,1,7,1,1,3,4,1,5,2,5,4,4,1,4,4,6,6,5,3,6,1,2,1,2,3,8,3,4,1,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"13, 14, 15, 5, 9",1,452262,16,46,12932,5,"{0,21,10,8,5,8,6,15,3,1,2,23,8,3,7,9,3,5,11,5,5,17,13,13,7,8,0,6,6,5,1,12,0,12,1,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"7, 11, 15, 10, 5",17,437985,334,2,11047,5,"{0,363,298,206,145,90,88,297,52,93,129,472,119,101,183,167,106,68,194,95,89,303,368,273,67,266,19,62,155,58,67,171,73,162,36,151,51,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"7, 4, 2, 8",21,221203,3,0,11054,0,"{0,1,0,1,0,2,0,2,1,2,1,1,2,0,2,1,0,0,2,1,4,1,1,2,2,2,1,0,2,3,1,2,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"12, 4, 13, 11",7,361230,3,3,13500,5,"{0,6,2,0,0,0,3,4,1,0,1,3,2,0,2,3,0,1,1,0,0,4,5,3,0,1,0,1,0,0,2,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"8, 9, 2, 7, 3",1,438389,38,0,10988,5,"{0,38,44,22,25,7,12,31,9,11,19,39,17,14,25,15,16,17,44,12,6,36,30,32,6,18,9,8,22,1,6,12,6,16,2,14,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"13, 11, 14, 4, 5",8,294777,102,299,13477,0,"{0,101,35,50,35,11,37,69,18,28,78,84,17,20,29,54,25,18,46,29,27,57,70,39,22,44,9,28,28,30,25,57,20,43,25,43,26,65,74,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"8, 6, 13, 11, 2, 9",19,350084,1,0,13795,0,"{0,0,2,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"13, 8, 3, 4, 9, 7",1,238245,26,0,13791,0,"{0,20,19,10,8,0,10,15,1,3,14,19,9,2,14,11,4,3,8,6,11,14,16,6,4,12,4,9,10,2,3,11,4,18,6,11,6,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"1, 4, 11, 8, 15",21,450207,15,13,12928,0,"{0,22,6,9,2,3,8,5,4,4,6,13,5,1,8,6,4,5,6,5,4,15,13,9,5,5,2,4,0,3,6,18,4,7,6,10,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"10, 15, 12, 7, 5",5,149,2,3,11067,0,"{0,0,2,0,0,0,1,0,0,0,1,1,0,1,1,2,0,0,1,0,0,3,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"2, 8, 6, 15, 10",9,434946,7,5,11056,0,"{0,8,2,1,0,0,0,3,0,0,2,5,1,1,3,2,1,2,3,2,1,5,4,6,2,0,0,5,0,1,1,4,1,5,2,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"8, 7, 3, 6, 12, 1",23,406140,1,0,11060,5,"{0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,1,0,0,0,1,2,0,0,0,1,0,1,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"6, 2, 8, 10",29,357636,1,0,11061,0,"{0,0,0,0,1,0,0,1,0,0,2,3,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"3, 6, 10, 15, 12",2,438930,2,0,11057,5,"{0,3,2,2,0,0,1,1,0,2,2,3,1,0,2,0,0,0,2,1,0,1,2,1,0,1,0,1,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"5, 2, 7, 10",15,355761,1,0,11062,0,"{0,4,0,0,0,2,0,0,0,0,1,2,0,1,2,0,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"15, 10, 6, 12, 3",33,438811,73,30,11052,5,"{0,71,43,48,36,10,23,62,16,24,37,90,22,19,34,48,21,9,43,21,15,75,79,56,21,42,4,10,30,25,16,32,22,41,10,39,16,23,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
